model,method,bits,nominal_bits,model_bits,ppl,ppl_ci_low,ppl_ci_high,n_seeds,source,accounting_status
Qwen/Qwen2.5-3B,SEQ:random(hqq-4b k=0.05),5.304,4.603,7.997,8.6453,8.6219,8.6686,3,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(hqq-5b k=0.0),5.5,5.0,7.114,8.2408,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,HQQ-5 uniform,5.5,5.0,7.114,8.2408,,,1,baseline,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_max(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.2963,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_rms(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.3072,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.3198,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_scale(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.32,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:random(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.3403,8.3067,8.3739,3,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.3418,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy_indep(gptq_llmc-4b k=0.1),5.852,5.201,8.489,8.3643,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy(hqq-4b k=0.1),6.102,5.201,8.714,8.217,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy_indep(hqq-4b k=0.1),6.102,5.201,8.714,8.2196,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_rms(hqq-4b k=0.1),6.102,5.201,8.714,8.2381,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(hqq-4b k=0.1),6.102,5.201,8.714,8.2392,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_max(hqq-4b k=0.1),6.102,5.201,8.714,8.2393,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_scale(hqq-4b k=0.1),6.102,5.201,8.714,8.2411,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:random(hqq-4b k=0.1),6.102,5.201,8.714,8.6174,8.6132,8.6217,3,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(hqq-6b k=0.0),6.5,6.0,8.114,8.0803,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,HQQ-6 uniform,6.5,6.0,8.114,8.0803,,,1,baseline,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_max(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.2626,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.2818,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_scale(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.2865,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_rms(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.2867,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.3249,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy_indep(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.363,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:random(gptq_llmc-4b k=0.2),7.453,6.402,9.929,8.366,8.2615,8.4706,3,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy(hqq-4b k=0.2),7.703,6.402,10.154,8.1873,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:greedy_indep(hqq-4b k=0.2),7.703,6.402,10.154,8.1915,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_max(hqq-4b k=0.2),7.703,6.402,10.154,8.1991,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(hqq-4b k=0.2),7.703,6.402,10.154,8.1998,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_scale(hqq-4b k=0.2),7.703,6.402,10.154,8.2077,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:residual_rms(hqq-4b k=0.2),7.703,6.402,10.154,8.2103,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:random(hqq-4b k=0.2),7.703,6.402,10.154,8.5262,8.4037,8.6487,3,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,SEQ:act_max(hqq-8b k=0.0),8.5,8.0,10.114,8.0356,,,1,sweep,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,HQQ-8 uniform,8.5,8.0,10.114,8.0356,,,1,baseline,recomputed_from_storage_breakdown
Qwen/Qwen2.5-3B,FP16,16.0,16.0,,8.0304,,,1,baseline,declared_external
Qwen/Qwen3-4B-Base,GPTQ-4 g128,4.0,4.0,,8.1344,,,1,baseline,declared_external
meta-llama/Llama-2-7b-hf,GPTQ-4 g128,4.0,4.0,,5.5896,,,1,baseline,declared_external
mistralai/Mistral-7B-v0.3,GPTQ-4 g128,4.0,4.0,,5.4819,,,1,baseline,declared_external
